Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Arrival_Time_hr,Arrival_Time_min,Dep_Time_hr,Dep_Time_min,Duration_hr,Duration_min
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25h 30m,1,0,14714,6,6,2019,19,0,17,30,25,30
Vistara,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50,25h 50m,1,0,9135,6,9,2019,18,50,17,0,25,50
Air India,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30,25h 40m,1,0,7893,4,1,2019,18,30,16,50,25,40
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1,0,12121,5,6,2019,23,35,17,0,6,35
Air India,2019-09-06,Delhi,Cochin,DEL → COK,14:10,17:10,3h,0,0,6094,6,9,2019,17,10,14,10,3,0
IndiGo,2019-09-06,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,0,0,4423,6,9,2019,13,0,10,10,2,50
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,20:35,07:40,11h 5m,1,1,7832,21,3,2019,7,40,20,35,11,5
Vistara,2019-03-04,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,0,0,5403,4,3,2019,14,20,11,30,2,50
SpiceJet,2019-01-04,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,0,2,3841,4,1,2019,11,25,9,0,2,25
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,04:25,17h 40m,2,0,11093,21,3,2019,4,25,10,45,17,40
Jet Airways,2019-04-24,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,0,7229,24,4,2019,22,50,19,50,3,0
IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,0,0,4823,27,5,2019,19,55,16,55,3,0
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1,0,11467,5,1,2019,19,10,9,35,9,35
IndiGo,2019-01-05,Kolkata,Banglore,CCU → BBI → BLR,07:10,12:40,5h 30m,1,0,6111,5,1,2019,12,40,7,10,5,30
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:55,17h 55m,1,1,8066,5,9,2019,10,55,17,0,17,55
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,04:45,21:00,16h 15m,1,0,7258,27,3,2019,21,0,4,45,16,15
Air India,2019-03-27,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,0,0,4729,27,3,2019,8,0,5,10,2,50
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,09:10,18:50,9h 40m,1,0,15135,3,6,2019,18,50,9,10,9,40
Air India,2019-05-24,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,01:20,15h 55m,2,0,12718,24,5,2019,1,20,9,25,15,55
Jet Airways,2019-06-18,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,0,0,5678,18,6,2019,4,20,2,55,1,25
IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1,0,5298,24,6,2019,12,10,6,50,5,20
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,11:40,00:45,13h 5m,1,0,14815,3,6,2019,0,45,11,40,13,5
Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22h 55m,2,0,13014,24,6,2019,4,25,5,30,22,55
SpiceJet,2019-05-18,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,0,0,4491,18,5,2019,11,25,9,0,2,25
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,10:20,18:50,8h 30m,1,0,11421,27,3,2019,18,50,10,20,8,30
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,08:00,07:40,23h 40m,1,0,12284,18,3,2019,7,40,8,0,23,40
Jet Airways,2019-12-05,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,0,0,7229,5,12,2019,8,45,6,0,2,45
IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,0,0,4823,15,4,2019,10,5,7,10,2,55
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,20:55,04:25,7h 30m,1,1,12898,27,6,2019,4,25,20,55,7,30
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1,0,13587,27,6,2019,21,0,7,5,13,55
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,09:00,04:25,19h 25m,1,1,12373,18,5,2019,4,25,9,0,19,25
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → HYD → COK,07:10,22:20,15h 10m,1,1,5999,21,3,2019,22,20,7,10,15,10
Air India,2019-05-18,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,18:30,10h 10m,2,0,10907,18,5,2019,18,30,8,20,10,10
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1,0,14151,6,6,2019,21,5,9,35,11,30
IndiGo,2019-12-05,Banglore,Delhi,BLR → DEL,23:30,02:20,2h 50m,0,0,4591,5,12,2019,2,20,23,30,2,50
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,14:05,20:20,6h 15m,1,0,19225,3,6,2019,20,20,14,5,6,15
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,12:00,21h 55m,1,1,9663,5,6,2019,12,0,14,5,21,55
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1,1,10844,5,1,2019,18,15,6,30,11,45
Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1,0,13727,5,9,2019,21,0,13,0,8,0
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1,0,14151,18,5,2019,21,5,9,35,11,30
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,18:15,12:35,18h 20m,1,1,10262,27,6,2019,12,35,18,15,18,20
SpiceJet,2019-12-06,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,0,0,3873,6,12,2019,11,25,9,0,2,25
Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25,8h 55m,2,0,13014,24,6,2019,4,25,19,30,8,55
Air India,2019-06-21,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,0,0,5510,21,6,2019,16,45,14,15,2,30
Jet Airways,2019-09-03,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,04:25,17h 40m,2,0,17282,3,9,2019,4,25,10,45,17,40
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,21:20,11h 35m,2,0,6653,27,3,2019,21,20,9,45,11,35
IndiGo,2019-03-03,Delhi,Cochin,DEL → MAA → COK,09:55,15:10,5h 15m,1,0,12214,3,3,2019,15,10,9,55,5,15
Air India,2019-01-05,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,0,0,3625,5,1,2019,15,25,13,55,1,30
IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,0,0,6860,3,3,2019,11,30,8,30,3,0
GoAir,2019-06-24,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1,0,3876,24,6,2019,19,35,10,35,9,0
Vistara,2019-04-27,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,0,0,5613,27,4,2019,22,15,19,30,2,45
Air India,2019-03-27,Delhi,Cochin,DEL → NAG → BOM → COK,05:55,07:40,25h 45m,2,0,8971,27,3,2019,7,40,5,55,25,45
Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,1,4030,21,5,2019,22,50,19,50,3,0
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,15:00,01:35,10h 35m,1,0,8075,27,3,2019,1,35,15,0,10,35
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1,0,7005,15,6,2019,21,0,6,0,15,0
IndiGo,2019-06-03,Kolkata,Banglore,CCU → BLR,22:10,00:55,2h 45m,0,0,4778,3,6,2019,0,55,22,10,2,45
Vistara,2019-09-05,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,0,0,3687,5,9,2019,9,20,7,5,2,15
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,11:30,04:25,16h 55m,1,1,10262,6,9,2019,4,25,11,30,16,55
Air India,2019-03-03,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,07:40,25h 45m,2,0,15113,3,3,2019,7,40,5,55,25,45
IndiGo,2019-06-05,Delhi,Cochin,DEL → BOM → COK,10:35,01:30,14h 55m,1,0,6979,5,6,2019,1,30,10,35,14,55
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1,0,6717,21,3,2019,16,10,7,5,9,5
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,08:55,23:00,14h 5m,1,0,16736,3,6,2019,23,0,8,55,14,5
Air India,2019-03-15,Banglore,New Delhi,BLR → MAA → DEL,11:50,19:50,8h,1,0,7192,15,3,2019,19,50,11,50,8,0
IndiGo,2019-04-15,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:30,4h 10m,1,0,4226,15,4,2019,10,30,6,20,4,10
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1,0,9627,21,5,2019,19,0,8,30,10,30
Jet Airways,2019-03-04,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1,1,4757,4,3,2019,19,0,2,15,16,45
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1,0,14571,24,5,2019,22,35,14,5,8,30
Air Asia,2019-01-04,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1,0,5162,4,1,2019,10,30,6,50,3,40
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,16:30,16:20,23h 50m,1,1,10844,18,5,2019,16,20,16,30,23,50
SpiceJet,2019-03-21,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,0,2,3815,21,3,2019,11,30,9,0,2,30
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,11:40,09:30,21h 50m,1,0,17261,3,6,2019,9,30,11,40,21,50
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,21:25,07:40,10h 15m,1,0,16736,3,6,2019,7,40,21,25,10,15
SpiceJet,2019-06-21,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,0,2,3841,21,6,2019,11,25,9,0,2,25
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1,1,10844,24,5,2019,20,45,14,5,6,40
IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,10:45,21:00,10h 15m,1,0,6838,21,3,2019,21,0,10,45,10,15
Air India,2019-12-05,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:15,25h 15m,1,0,6612,5,12,2019,13,15,12,0,25,15
Air India,2019-09-03,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,0,0,8851,3,9,2019,16,10,13,20,2,50
Vistara,2019-06-03,Mumbai,Hyderabad,BOM → DEL → HYD,08:45,19:55,11h 10m,1,0,12395,3,6,2019,19,55,8,45,11,10
Air Asia,2019-06-24,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,0,0,4282,24,6,2019,7,45,4,55,2,50
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20,13h 20m,1,0,14781,21,5,2019,9,20,20,0,13,20
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1,0,9646,6,12,2019,22,30,9,45,12,45
IndiGo,2019-05-27,Delhi,Cochin,DEL → BOM → COK,15:00,01:30,10h 30m,1,0,6628,27,5,2019,1,30,15,0,10,30
Vistara,2019-06-18,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,0,0,4668,18,6,2019,9,40,7,0,2,40
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,18:00,01:35,7h 35m,1,0,16863,3,6,2019,1,35,18,0,7,35
Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12h,1,0,12192,6,9,2019,19,0,7,0,12,0
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,02:15,04:25,26h 10m,1,0,12719,21,3,2019,4,25,2,15,26,10
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,21:50,12:35,14h 45m,1,1,12898,21,5,2019,12,35,21,50,14,45
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,19:45,19:00,23h 15m,1,1,10262,6,3,2019,19,0,19,45,23,15
SpiceJet,2019-05-24,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1,0,7804,24,5,2019,21,25,15,55,5,30
IndiGo,2019-04-18,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,0,0,4174,18,4,2019,7,15,4,40,2,35
IndiGo,2019-06-27,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,0,0,2227,27,6,2019,21,40,20,5,1,35
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,22:50,09:00,10h 10m,1,1,11087,18,3,2019,9,0,22,50,10,10
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,08:00,18:50,10h 50m,1,0,11667,21,3,2019,18,50,8,0,10,50
Air India,2019-06-03,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,0,0,7931,3,6,2019,21,10,18,5,3,5
IndiGo,2019-12-06,Chennai,Kolkata,MAA → CCU,22:05,00:25,2h 20m,0,0,5277,6,12,2019,0,25,22,5,2,20
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1,0,13626,6,12,2019,18,15,6,30,11,45
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,18:15,04:25,10h 10m,1,1,12373,18,5,2019,4,25,18,15,10,10
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:10,11h 40m,1,1,10031,24,3,2019,18,10,6,30,11,40
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,20:45,28h 15m,1,1,10844,5,12,2019,20,45,16,30,28,15
GoAir,2019-09-05,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1,0,6591,5,9,2019,19,35,10,35,9,0
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,18:15,19:00,24h 45m,1,1,5406,4,1,2019,19,0,18,15,24,45
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,21:10,16:20,19h 10m,1,1,10844,15,5,2019,16,20,21,10,19,10
SpiceJet,2019-05-27,Mumbai,Hyderabad,BOM → HYD,22:45,00:15,1h 30m,0,0,2017,27,5,2019,0,15,22,45,1,30
Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,10:00,12:35,26h 35m,1,1,12373,5,9,2019,12,35,10,0,26,35
Air India,2019-06-06,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1,0,8669,6,6,2019,19,15,7,0,12,15
Air Asia,2019-03-27,Delhi,Cochin,DEL → BLR → COK,07:55,15:45,7h 50m,1,0,6151,27,3,2019,15,45,7,55,7,50
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1,0,10348,18,5,2019,22,30,9,45,12,45
Jet Airways,2019-03-24,Banglore,New Delhi,BLR → DEL,19:55,22:35,2h 40m,0,0,8016,24,3,2019,22,35,19,55,2,40
IndiGo,2019-12-06,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,0,0,4823,6,12,2019,11,20,8,30,2,50
Air India,2019-05-21,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,0,0,5510,21,5,2019,16,45,14,15,2,30
Air India,2019-03-18,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,0,0,3100,18,3,2019,7,40,6,20,1,20
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,18:15,19:00,24h 45m,1,1,10262,27,6,2019,19,0,18,15,24,45
Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1,0,14714,6,1,2019,19,0,11,30,7,30
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1,1,10262,15,6,2019,19,0,10,0,9,0
Air India,2019-06-18,Banglore,Delhi,BLR → DEL,17:00,19:50,2h 50m,0,0,6961,18,6,2019,19,50,17,0,2,50
IndiGo,2019-05-27,Delhi,Cochin,DEL → BOM → COK,17:30,01:30,8h,1,0,6206,27,5,2019,1,30,17,30,8,0
Air India,2019-03-15,Banglore,New Delhi,BLR → HYD → VGA → DEL,08:15,22:55,14h 40m,2,0,7904,15,3,2019,22,55,8,15,14,40
Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35,17h 25m,2,0,12819,27,6,2019,12,35,19,10,17,25
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,21:50,12:35,14h 45m,1,1,10262,15,6,2019,12,35,21,50,14,45
IndiGo,2019-04-21,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,0,0,4591,21,4,2019,4,15,1,30,2,45
Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26h 55m,2,1,10368,24,6,2019,12,35,9,40,26,55
Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12h 10m,1,1,11142,5,9,2019,19,15,7,5,12,10
Air India,2019-06-04,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,0,0,4729,4,6,2019,8,0,5,10,2,50
Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,13:00,01:30,12h 30m,1,0,9424,5,9,2019,1,30,13,0,12,30
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,09:00,15:30,6h 30m,1,1,15136,3,6,2019,15,30,9,0,6,30
Air India,2019-05-18,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40,14h 25m,2,0,12199,18,5,2019,7,40,17,15,14,25
Jet Airways,2019-12-06,Delhi,Cochin,DEL → BOM → COK,11:30,04:25,16h 55m,1,1,10262,6,12,2019,4,25,11,30,16,55
IndiGo,2019-03-04,Delhi,Cochin,DEL → COK,14:20,17:35,3h 15m,0,0,4729,4,3,2019,17,35,14,20,3,15
SpiceJet,2019-09-06,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,2,3841,6,9,2019,19,40,17,10,2,30
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20,14h 25m,1,0,14388,18,5,2019,9,20,18,55,14,25
IndiGo,2019-06-27,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,0,0,2754,27,6,2019,4,5,2,35,1,30
Air India,2019-03-03,Banglore,New Delhi,BLR → BOM → NAG → DEL,08:50,10:35,25h 45m,2,0,12358,3,3,2019,10,35,8,50,25,45
Air India,2019-05-15,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,04:40,19h 30m,2,0,6117,15,5,2019,4,40,9,10,19,30
Jet Airways,2019-05-24,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22h 55m,2,0,15129,24,5,2019,4,25,5,30,22,55
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15,11h 5m,1,0,14388,15,5,2019,8,15,21,10,11,5
Air India,2019-06-24,Delhi,Cochin,DEL → MAA → COK,12:30,09:25,20h 55m,1,0,7480,24,6,2019,9,25,12,30,20,55
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1,1,10791,27,6,2019,12,35,6,0,6,35
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,07:05,04:25,21h 20m,1,0,12452,27,3,2019,4,25,7,5,21,20
IndiGo,2019-05-21,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:50,3h 55m,1,0,4226,21,5,2019,23,50,19,55,3,55
Vistara,2019-04-15,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,0,0,5403,15,4,2019,23,50,21,0,2,50
Multiple carriers,2019-01-06,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1,0,9646,6,1,2019,22,30,9,45,12,45
Air Asia,2019-03-06,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,0,0,4282,6,3,2019,7,45,4,55,2,50
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,08:55,15:30,6h 35m,1,0,7845,27,3,2019,15,30,8,55,6,35
IndiGo,2019-03-21,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,0,0,3384,21,3,2019,21,55,19,35,2,20
IndiGo,2019-06-05,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,0,0,4823,5,6,2019,21,50,18,55,2,55
IndiGo,2019-06-15,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,0,0,3597,15,6,2019,21,55,19,35,2,20
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1,0,13587,15,6,2019,21,0,9,0,12,0
Air Asia,2019-03-03,Delhi,Cochin,DEL → BLR → COK,16:45,07:10,14h 25m,1,0,13474,3,3,2019,7,10,16,45,14,25
IndiGo,2019-03-21,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,0,0,3384,21,3,2019,15,35,13,20,2,15
Jet Airways,2019-05-27,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2,0,15129,27,5,2019,19,0,5,30,13,30
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15,25h 45m,1,1,8586,21,5,2019,8,15,6,30,25,45
IndiGo,2019-09-06,Banglore,Delhi,BLR → DEL,23:30,02:20,2h 50m,0,0,4591,6,9,2019,2,20,23,30,2,50
Jet Airways,2019-06-27,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,12:35,24h 50m,2,0,13882,27,6,2019,12,35,11,45,24,50
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,13:00,01:35,12h 35m,1,0,18286,3,3,2019,1,35,13,0,12,35
Air Asia,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1,0,5192,15,5,2019,19,25,7,35,11,50
Jet Airways,2019-06-27,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26h 55m,2,1,11118,27,6,2019,12,35,9,40,26,55
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,06:40,15:30,8h 50m,1,0,14871,3,3,2019,15,30,6,40,8,50
Air India,2019-05-24,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25,19h 25m,2,0,15107,24,5,2019,5,25,10,0,19,25
Air India,2019-12-06,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1,0,8669,6,12,2019,19,15,7,0,12,15
GoAir,2019-01-04,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15,7h 35m,1,0,5171,4,1,2019,0,15,16,40,7,35
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,16:30,12:00,19h 30m,1,1,8529,6,12,2019,12,0,16,30,19,30
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,23:05,04:25,5h 20m,1,1,7438,27,3,2019,4,25,23,5,5,20
IndiGo,2019-09-06,Delhi,Cochin,DEL → BOM → COK,17:10,01:30,8h 20m,1,0,6206,6,9,2019,1,30,17,10,8,20
Air India,2019-09-06,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,0,0,7171,6,9,2019,19,45,17,0,2,45
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25,28h 50m,1,0,14151,6,9,2019,14,25,9,35,28,50
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15,13h 20m,1,0,14939,6,9,2019,8,15,18,55,13,20
Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,11:40,11:25,23h 45m,1,0,25735,3,1,2019,11,25,11,40,23,45
Jet Airways,2019-12-06,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,04:25,19h,2,0,13882,6,12,2019,4,25,9,25,19,0
Vistara,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50,22h 30m,1,0,9555,18,5,2019,18,50,20,20,22,30
IndiGo,2019-04-27,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,0,0,4804,27,4,2019,22,55,20,20,2,35
Vistara,2019-03-15,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,0,0,6627,15,3,2019,9,20,7,5,2,15
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1,1,8586,5,12,2019,12,0,6,30,5,30
IndiGo,2019-09-05,Kolkata,Banglore,CCU → BLR,22:15,00:50,2h 35m,0,0,4804,5,9,2019,0,50,22,15,2,35
Air India,2019-01-03,Banglore,New Delhi,BLR → BOM → AMD → DEL,08:50,23:55,39h 5m,2,0,17135,3,1,2019,23,55,8,50,39,5
Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1,0,15554,5,9,2019,19,0,10,0,9,0
IndiGo,2019-05-27,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1,0,6838,27,5,2019,21,0,8,30,12,30
IndiGo,2019-03-03,Delhi,Cochin,DEL → HYD → COK,07:35,12:00,4h 25m,1,0,8258,3,3,2019,12,0,7,35,4,25
GoAir,2019-06-03,Delhi,Cochin,DEL → BOM → COK,10:25,19:20,8h 55m,1,0,8213,3,6,2019,19,20,10,25,8,55
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12h,1,0,12192,6,6,2019,19,0,7,0,12,0
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1,0,14848,6,3,2019,19,15,10,0,9,15
IndiGo,2019-03-21,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,0,0,4148,21,3,2019,17,45,15,10,2,35
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00,16h,1,1,10844,6,6,2019,12,0,20,0,16,0
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,18:55,22:35,27h 40m,1,1,10844,18,5,2019,22,35,18,55,27,40
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,19:00,01:30,6h 30m,1,0,6795,24,6,2019,1,30,19,0,6,30
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40,12h 10m,1,0,14781,15,5,2019,4,40,16,30,12,10
IndiGo,2019-06-27,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1,0,6582,27,6,2019,12,30,7,15,5,15
