Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Arrival_Time_hr,Arrival_Time_min,Dep_Time_hr,Dep_Time_min,Duration_hr,Duration_min,Total_Duration
IndiGo,2019-09-06,Delhi,Cochin,DEL → BOM → COK,17:10,01:30,8h 20m,1,0,6206.0,6,9,2019,1,30,17,10,8,20,500.0
Air India,2019-09-06,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,0,0,7171.0,6,9,2019,19,45,17,0,2,45,165.0
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25,28h 50m,1,0,14151.0,6,9,2019,14,25,9,35,28,50,1730.0
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15,13h 20m,1,0,14939.0,6,9,2019,8,15,18,55,13,20,800.0
Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,11:40,11:25,23h 45m,1,0,23017.0,3,1,2019,11,25,11,40,23,45,1425.0
Jet Airways,2019-12-06,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,04:25,19h,2,0,13882.0,6,12,2019,4,25,9,25,19,0,1140.0
Vistara,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50,22h 30m,1,0,9555.0,18,5,2019,18,50,20,20,22,30,1350.0
IndiGo,2019-04-27,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,0,0,4804.0,27,4,2019,22,55,20,20,2,35,155.0
Vistara,2019-03-15,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,0,0,6627.0,15,3,2019,9,20,7,5,2,15,135.0
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1,1,8586.0,5,12,2019,12,0,6,30,5,30,330.0
IndiGo,2019-09-05,Kolkata,Banglore,CCU → BLR,22:15,00:50,2h 35m,0,0,4804.0,5,9,2019,0,50,22,15,2,35,155.0
Air India,2019-01-03,Banglore,New Delhi,BLR → BOM → AMD → DEL,08:50,23:55,39h 5m,2,0,17135.0,3,1,2019,23,55,8,50,39,5,2070.0
Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1,0,15554.0,5,9,2019,19,0,10,0,9,0,540.0
IndiGo,2019-05-27,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1,0,6838.0,27,5,2019,21,0,8,30,12,30,750.0
IndiGo,2019-03-03,Delhi,Cochin,DEL → HYD → COK,07:35,12:00,4h 25m,1,0,8258.0,3,3,2019,12,0,7,35,4,25,265.0
GoAir,2019-06-03,Delhi,Cochin,DEL → BOM → COK,10:25,19:20,8h 55m,1,0,8213.0,3,6,2019,19,20,10,25,8,55,535.0
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12h,1,0,12192.0,6,6,2019,19,0,7,0,12,0,720.0
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1,0,14848.0,6,3,2019,19,15,10,0,9,15,555.0
IndiGo,2019-03-21,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,0,0,4148.0,21,3,2019,17,45,15,10,2,35,155.0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00,16h,1,1,10844.0,6,6,2019,12,0,20,0,16,0,960.0
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,18:55,22:35,27h 40m,1,1,10844.0,18,5,2019,22,35,18,55,27,40,1660.0
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,19:00,01:30,6h 30m,1,0,6795.0,24,6,2019,1,30,19,0,6,30,390.0
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40,12h 10m,1,0,14781.0,15,5,2019,4,40,16,30,12,10,730.0
IndiGo,2019-06-27,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1,0,6582.0,27,6,2019,12,30,7,15,5,15,315.0
SpiceJet,2019-04-24,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,0,2,3919.0,24,4,2019,12,20,9,30,2,50,170.0
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1,0,9646.0,27,6,2019,22,30,9,45,12,45,765.0
SpiceJet,2019-01-03,Banglore,New Delhi,BLR → HYD → DEL,15:35,23:40,8h 5m,1,4,7744.0,3,1,2019,23,40,15,35,8,5,485.0
Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26h 55m,2,1,11733.0,6,6,2019,12,35,9,40,26,55,1615.0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,09:00,04:25,19h 25m,1,1,10262.0,15,6,2019,4,25,9,0,19,25,1165.0
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,05:45,12:15,6h 30m,1,0,17524.0,3,12,2019,12,15,5,45,6,30,390.0
SpiceJet,2019-09-03,Mumbai,Hyderabad,BOM → HYD,22:45,00:10,1h 25m,0,0,3603.0,3,9,2019,0,10,22,45,1,25,85.0
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1,0,7564.0,18,5,2019,19,15,7,30,11,45,705.0
Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1,0,7005.0,6,9,2019,21,0,10,20,10,40,640.0
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,09:10,01:35,16h 25m,1,0,14871.0,3,3,2019,1,35,9,10,16,25,985.0
Air Asia,2019-04-18,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,0,0,4282.0,18,4,2019,7,45,4,55,2,50,170.0
Jet Airways,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35,13h 30m,2,0,15129.0,27,5,2019,12,35,23,5,13,30,810.0
Air Asia,2019-06-24,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5h 40m,1,0,6752.0,24,6,2019,22,25,16,45,5,40,340.0
Air India,2019-05-21,Delhi,Cochin,DEL → COK,14:05,17:55,3h 50m,0,0,6094.0,21,5,2019,17,55,14,5,3,50,230.0
IndiGo,2019-01-05,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,0,0,3175.0,5,1,2019,18,25,16,55,1,30,90.0
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1,0,8266.0,27,6,2019,19,15,8,45,10,30,630.0
GoAir,2019-12-04,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,0,0,6722.0,4,12,2019,23,40,20,55,2,45,165.0
SpiceJet,2019-06-24,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,0,3873.0,24,6,2019,9,30,6,55,2,35,155.0
Air India,2019-03-04,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,0,0,2575.0,4,3,2019,15,25,13,55,1,30,90.0
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1,0,7787.0,21,5,2019,19,15,6,40,12,35,755.0
IndiGo,2019-03-03,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1,0,9257.0,3,3,2019,7,45,2,0,5,45,345.0
Jet Airways,2019-12-05,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,1,4030.0,5,12,2019,22,0,18,55,3,5,185.0
SpiceJet,2019-03-05,Banglore,Delhi,BLR → DEL,21:10,00:05,2h 55m,0,0,4991.0,5,3,2019,0,5,21,10,2,55,175.0
IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,07:30,13:20,5h 50m,1,0,9861.0,21,3,2019,13,20,7,30,5,50,350.0
IndiGo,2019-03-15,Banglore,New Delhi,BLR → NAG → DEL,16:50,21:35,4h 45m,1,0,10406.0,15,3,2019,21,35,16,50,4,45,285.0
Jet Airways,2019-09-06,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,0,1,7229.0,6,9,2019,18,10,15,15,2,55,175.0
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,08:45,21:00,12h 15m,1,0,7670.0,15,5,2019,21,0,8,45,12,15,735.0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25,8h 25m,2,0,14300.0,24,6,2019,4,25,20,0,8,25,505.0
Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,07:10,10:45,27h 35m,1,0,8452.0,15,5,2019,10,45,7,10,27,35,1655.0
SpiceJet,2019-06-04,Kolkata,Banglore,CCU → BLR,14:55,17:25,2h 30m,0,0,3873.0,4,6,2019,17,25,14,55,2,30,150.0
SpiceJet,2019-09-06,Kolkata,Banglore,CCU → PNQ → BLR,08:35,17:15,8h 40m,1,0,6853.0,6,9,2019,17,15,8,35,8,40,520.0
Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,0,0,7229.0,4,6,2019,14,5,11,10,2,55,175.0
Jet Airways,2019-04-15,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,0,7229.0,15,4,2019,22,50,19,50,3,0,180.0
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,19:15,12:35,17h 20m,1,0,14714.0,6,3,2019,12,35,19,15,17,20,1040.0
IndiGo,2019-12-06,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,0,0,4804.0,6,12,2019,19,50,17,15,2,35,155.0
IndiGo,2019-09-05,Kolkata,Banglore,CCU → PAT → BLR,09:20,14:15,4h 55m,1,0,11465.0,5,9,2019,14,15,9,20,4,55,295.0
IndiGo,2019-04-21,Banglore,Delhi,BLR → DEL,23:30,02:20,2h 50m,0,0,4591.0,21,4,2019,2,20,23,30,2,50,170.0
IndiGo,2019-09-06,Delhi,Cochin,DEL → BOM → COK,09:15,01:30,16h 15m,1,0,6628.0,6,9,2019,1,30,9,15,16,15,975.0
IndiGo,2019-06-03,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1,0,8025.0,3,6,2019,7,45,2,0,5,45,345.0
Air Asia,2019-12-06,Delhi,Cochin,DEL → BLR → COK,07:55,15:45,7h 50m,1,0,6152.0,6,12,2019,15,45,7,55,7,50,470.0
IndiGo,2019-03-04,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,0,0,3943.0,4,3,2019,13,0,10,10,2,50,170.0
Vistara,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,07:10,10:45,27h 35m,1,0,9187.0,6,6,2019,10,45,7,10,27,35,1655.0
Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,20:20,10:45,14h 25m,1,0,9187.0,21,5,2019,10,45,20,20,14,25,865.0
Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,13:45,27h 45m,2,0,15164.0,5,1,2019,13,45,10,0,27,45,1665.0
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6h 25m,1,0,10276.0,3,6,2019,16,10,9,45,6,25,385.0
Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15h 10m,1,0,12192.0,6,1,2019,19,0,3,50,15,10,910.0
Air Asia,2019-03-24,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:30,3h 35m,1,0,5554.0,24,3,2019,23,30,19,55,3,35,215.0
Air India,2019-03-27,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1,0,6377.0,27,3,2019,19,15,7,0,12,15,735.0
IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,20:30,01:35,5h 5m,1,0,6232.0,21,3,2019,1,35,20,30,5,5,305.0
IndiGo,2019-09-05,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1,0,6496.0,5,9,2019,10,5,5,10,4,55,295.0
IndiGo,2019-06-24,Banglore,Delhi,BLR → DEL,18:15,21:20,3h 5m,0,0,4823.0,24,6,2019,21,20,18,15,3,5,185.0
IndiGo,2019-06-06,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3h 40m,1,0,6116.0,6,6,2019,23,15,19,35,3,40,220.0
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15,22h 15m,1,1,7757.0,5,9,2019,18,15,20,0,22,15,1335.0
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1,0,8266.0,21,5,2019,19,15,8,45,10,30,630.0
SpiceJet,2019-05-21,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,0,3873.0,21,5,2019,9,30,6,55,2,35,155.0
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05,12h 55m,1,1,11841.0,15,5,2019,10,5,21,10,12,55,775.0
IndiGo,2019-05-24,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,0,0,4804.0,24,5,2019,18,5,15,30,2,35,155.0
IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,0,0,3943.0,6,1,2019,13,0,10,10,2,50,170.0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1,0,15898.0,27,5,2019,19,15,11,30,7,45,465.0
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05,28h 5m,1,0,14151.0,15,5,2019,21,5,17,0,28,5,1685.0
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,16:00,04:25,12h 25m,1,1,10577.0,6,9,2019,4,25,16,0,12,25,745.0
Air India,2019-03-04,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,0,0,4441.0,4,3,2019,8,55,6,10,2,45,165.0
Jet Airways,2019-06-04,Delhi,Cochin,DEL → BOM → COK,11:30,12:35,25h 5m,1,1,5177.0,4,6,2019,12,35,11,30,25,5,1505.0
Air India,2019-01-04,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,0,0,4460.0,4,1,2019,23,20,20,45,2,35,155.0
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1,0,13727.0,18,5,2019,21,0,8,0,13,0,780.0
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,16:00,12:35,20h 35m,1,0,14714.0,6,3,2019,12,35,16,0,20,35,1235.0
Jet Airways,2019-06-06,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00,21h 35m,2,1,10588.0,6,6,2019,19,0,21,25,21,35,1295.0
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,09:00,18:50,9h 50m,1,1,7438.0,21,3,2019,18,50,9,0,9,50,590.0
Air India,2019-06-03,Delhi,Cochin,DEL → MAA → COK,20:40,09:25,12h 45m,1,0,12677.0,3,6,2019,9,25,20,40,12,45,765.0
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,18:15,19:00,24h 45m,1,0,14714.0,6,6,2019,19,0,18,15,24,45,1485.0
IndiGo,2019-06-24,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,0,0,2754.0,24,6,2019,13,30,12,0,1,30,90.0
IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,07:35,21:20,13h 45m,2,0,6494.0,21,3,2019,21,20,7,35,13,45,825.0
IndiGo,2019-03-15,Banglore,New Delhi,BLR → HYD → DEL,16:15,20:35,4h 20m,1,0,5607.0,15,3,2019,20,35,16,15,4,20,260.0
Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,22:50,21:20,22h 30m,1,0,23017.0,3,1,2019,21,20,22,50,22,30,1350.0
IndiGo,2019-03-05,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,0,0,4823.0,5,3,2019,10,5,7,10,2,55,175.0
Air India,2019-03-21,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,0,0,2050.0,21,3,2019,22,25,21,5,1,20,80.0
Air India,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,08:50,23:15,14h 25m,1,0,12127.0,3,12,2019,23,15,8,50,14,25,865.0
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,18:15,01:30,7h 15m,1,0,13377.0,6,12,2019,1,30,18,15,7,15,435.0
Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,0,7229.0,5,6,2019,22,50,19,50,3,0,180.0
Vistara,2019-04-24,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,0,0,6216.0,24,4,2019,9,10,6,0,3,10,190.0
Air India,2019-09-06,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,0,0,8456.0,6,9,2019,21,10,18,5,3,5,185.0
Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35,17h 25m,2,0,15129.0,18,5,2019,12,35,19,10,17,25,1045.0
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,16:55,07:40,14h 45m,1,0,13817.0,3,12,2019,7,40,16,55,14,45,885.0
GoAir,2019-06-05,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1,0,6296.0,5,6,2019,13,35,7,25,6,10,370.0
Air India,2019-03-21,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,0,0,5170.0,21,3,2019,16,45,14,15,2,30,150.0
SpiceJet,2019-05-24,Banglore,Delhi,BLR → DEL,21:10,00:05,2h 55m,0,2,3919.0,24,5,2019,0,5,21,10,2,55,175.0
IndiGo,2019-03-04,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,0,0,4823.0,4,3,2019,10,5,7,10,2,55,175.0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,10:00,04:25,18h 25m,1,1,10262.0,24,6,2019,4,25,10,0,18,25,1105.0
Jet Airways,2019-09-06,Delhi,Cochin,DEL → LKO → BOM → COK,14:05,12:35,22h 30m,2,0,13882.0,6,9,2019,12,35,14,5,22,30,1350.0
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1,0,13587.0,6,6,2019,21,0,13,0,8,0,480.0
Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,00:20,04:25,28h 5m,1,1,11848.0,3,9,2019,4,25,0,20,28,5,1685.0
Air India,2019-06-03,Mumbai,Hyderabad,BOM → DEL → HYD,10:00,23:45,13h 45m,1,0,11678.0,3,6,2019,23,45,10,0,13,45,825.0
IndiGo,2019-05-18,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,0,0,4823.0,18,5,2019,21,20,18,25,2,55,175.0
SpiceJet,2019-04-15,Banglore,Delhi,BLR → DEL,21:10,00:05,2h 55m,0,2,3919.0,15,4,2019,0,5,21,10,2,55,175.0
Vistara,2019-12-06,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,0,11982.0,6,12,2019,20,5,17,45,2,20,140.0
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1,1,10703.0,5,1,2019,18,0,9,35,8,25,505.0
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,18:55,23:35,28h 40m,1,1,10844.0,18,5,2019,23,35,18,55,28,40,1720.0
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50,24h 55m,1,1,10844.0,15,5,2019,19,50,18,55,24,55,1495.0
IndiGo,2019-06-27,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,0,0,3175.0,27,6,2019,18,25,16,55,1,30,90.0
Air India,2019-01-06,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1,0,9929.0,6,1,2019,19,15,8,0,11,15,675.0
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,14:05,19:10,5h 5m,1,0,19225.0,3,6,2019,19,10,14,5,5,5,305.0
SpiceJet,2019-05-24,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,0,0,2017.0,24,5,2019,7,15,5,45,1,30,90.0
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,11:40,12:15,24h 35m,1,1,7832.0,21,3,2019,12,15,11,40,24,35,1475.0
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,09:20,26h 50m,1,1,9663.0,5,1,2019,9,20,6,30,26,50,1610.0
Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9h 20m,1,0,7005.0,6,9,2019,21,0,11,40,9,20,560.0
IndiGo,2019-12-05,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,0,0,3175.0,5,12,2019,4,5,2,35,1,30,90.0
Air India,2019-01-04,Kolkata,Banglore,CCU → MAA → BLR,14:35,15:20,24h 45m,1,0,5006.0,4,1,2019,15,20,14,35,24,45,1485.0
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1,0,9526.0,15,6,2019,19,15,8,45,10,30,630.0
Jet Airways,2019-06-06,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2,0,13292.0,6,6,2019,19,0,5,30,13,30,810.0
IndiGo,2019-09-05,Delhi,Cochin,DEL → LKO → COK,21:50,03:35,5h 45m,1,0,6058.0,5,9,2019,3,35,21,50,5,45,345.0
Air India,2019-06-24,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,07:40,26h 25m,3,0,10493.0,24,6,2019,7,40,5,15,26,25,1585.0
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1,1,10844.0,6,9,2019,22,35,16,30,6,5,365.0
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1,0,10953.0,4,1,2019,21,5,9,35,11,30,690.0
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00,16h,1,1,10844.0,21,5,2019,12,0,20,0,16,0,960.0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45,13h 20m,1,1,10539.0,6,6,2019,9,45,20,25,13,20,800.0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,04:25,22h 55m,2,0,13292.0,15,6,2019,4,25,5,30,22,55,1375.0
Vistara,2019-05-18,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,0,0,6741.0,18,5,2019,9,10,6,0,3,10,190.0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20,13h 20m,1,0,14571.0,6,6,2019,9,20,20,0,13,20,800.0
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1,0,14781.0,5,9,2019,18,15,8,25,9,50,590.0
IndiGo,2019-05-18,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,0,0,3838.0,18,5,2019,18,25,16,55,1,30,90.0
Air India,2019-06-18,Delhi,Cochin,DEL → COK,14:05,17:55,3h 50m,0,0,5201.0,18,6,2019,17,55,14,5,3,50,230.0
Air Asia,2019-09-06,Delhi,Cochin,DEL → BLR → COK,07:55,15:45,7h 50m,1,0,8759.0,6,9,2019,15,45,7,55,7,50,470.0
GoAir,2019-04-24,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1,0,6195.0,24,4,2019,12,55,7,0,5,55,355.0
Air India,2019-03-15,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,0,0,3100.0,15,3,2019,20,45,19,30,1,15,75.0
SpiceJet,2019-05-18,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1,0,5975.0,18,5,2019,22,50,17,55,4,55,295.0
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1,1,10844.0,6,9,2019,23,35,14,5,9,30,570.0
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,20:55,04:25,7h 30m,1,0,16079.0,27,5,2019,4,25,20,55,7,30,450.0
SpiceJet,2019-05-27,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,0,2,3543.0,27,5,2019,10,35,8,20,2,15,135.0
SpiceJet,2019-03-05,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,2,3841.0,5,3,2019,19,40,17,10,2,30,150.0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,19:15,12:35,17h 20m,1,1,10262.0,15,6,2019,12,35,19,15,17,20,1040.0
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,23:35,14h,1,0,12692.0,6,12,2019,23,35,9,35,14,0,840.0
IndiGo,2019-01-06,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,0,0,3850.0,6,1,2019,10,15,7,55,2,20,140.0
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,08:00,04:25,20h 25m,1,1,12373.0,18,5,2019,4,25,8,0,20,25,1225.0
Air India,2019-03-21,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,0,0,3100.0,21,3,2019,15,25,13,55,1,30,90.0
Vistara,2019-05-18,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,0,0,4878.0,18,5,2019,22,15,19,30,2,45,165.0
Jet Airways,2019-09-05,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00,23h 50m,2,0,15129.0,5,9,2019,19,0,19,10,23,50,1430.0
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,08:55,21:00,12h 5m,1,0,9845.0,21,3,2019,21,0,8,55,12,5,725.0
IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,0,0,4077.0,5,1,2019,4,15,1,30,2,45,165.0
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1,0,9315.0,21,5,2019,19,0,7,30,11,30,690.0
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1,0,14781.0,5,9,2019,23,35,14,5,9,30,570.0
Air India,2019-06-03,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,16:50,16:55,5m,2,0,17327.0,3,6,2019,16,55,16,50,0,5,5.0
Air India,2019-09-03,Banglore,New Delhi,BLR → DEL,17:00,19:50,2h 50m,0,0,9481.0,3,9,2019,19,50,17,0,2,50,170.0
Jet Airways,2019-03-27,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,19:45,38h 35m,2,1,8938.0,27,3,2019,19,45,5,10,38,35,2070.0
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1,0,14388.0,5,9,2019,12,0,6,30,5,30,330.0
Air India,2019-03-21,Delhi,Cochin,DEL → BLR → COK,20:30,23:00,26h 30m,1,0,5704.0,21,3,2019,23,0,20,30,26,30,1590.0
GoAir,2019-09-06,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,0,0,3898.0,6,9,2019,10,40,7,45,2,55,175.0
Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1h 30m,0,0,5678.0,27,3,2019,4,25,2,55,1,30,90.0
IndiGo,2019-09-03,Delhi,Cochin,DEL → HYD → COK,07:35,12:00,4h 25m,1,0,6937.0,3,9,2019,12,0,7,35,4,25,265.0
